,Store,Dept,Date,Weekly_Sales,IsHoliday,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,Type,Size,y,promotion,Month,Year,day,dayofweek
13,1,1,2010-05-07,17413.94,0,72.55,2.835,0.0,0.0,0.0,0.0,0.0,210.3399684,7.808,A,151315,16936.07365142966,0,5,2010,7,4
14,1,1,2010-05-14,18926.74,0,74.78,2.854,0.0,0.0,0.0,0.0,0.0,210.3374261,7.808,A,151315,16439.29005081595,0,5,2010,14,4
15,1,1,2010-05-21,14773.04,0,76.44,2.826,0.0,0.0,0.0,0.0,0.0,210.6170934,7.808,A,151315,16208.984894165404,0,5,2010,21,4
16,1,1,2010-05-28,15580.43,0,80.44,2.759,0.0,0.0,0.0,0.0,0.0,210.8967606,7.808,A,151315,16008.373020588451,0,5,2010,28,4
17,1,1,2010-06-04,17558.09,0,80.69,2.705,0.0,0.0,0.0,0.0,0.0,211.1764278,7.808,A,151315,16353.376439515263,0,6,2010,4,4
18,1,1,2010-06-11,16637.62,0,80.43,2.668,0.0,0.0,0.0,0.0,0.0,211.4560951,7.808,A,151315,16583.116696928344,0,6,2010,11,4
19,1,1,2010-06-18,16216.27,0,84.11,2.637,0.0,0.0,0.0,0.0,0.0,211.4537719,7.808,A,151315,16484.910763455126,0,6,2010,18,4
20,1,1,2010-06-25,16328.72,0,84.34,2.653,0.0,0.0,0.0,0.0,0.0,211.3386526,7.808,A,151315,16459.374396129115,0,6,2010,25,4
21,1,1,2010-07-02,16333.14,0,80.91,2.669,0.0,0.0,0.0,0.0,0.0,211.2235333,7.787000000000001,A,151315,16737.251315109763,0,7,2010,2,4
22,1,1,2010-07-09,17688.76,0,80.48,2.642,0.0,0.0,0.0,0.0,0.0,211.108414,7.787000000000001,A,151315,16820.506538793034,0,7,2010,9,4
23,1,1,2010-07-16,17150.84,0,83.15,2.623,0.0,0.0,0.0,0.0,0.0,211.1003854,7.787000000000001,A,151315,16567.202437631975,0,7,2010,16,4
24,1,1,2010-07-23,15360.45,0,83.36,2.608,0.0,0.0,0.0,0.0,0.0,211.2351443,7.787000000000001,A,151315,16205.93879975963,0,7,2010,23,4
25,1,1,2010-07-30,15381.82,0,81.84,2.64,0.0,0.0,0.0,0.0,0.0,211.36990319999995,7.787000000000001,A,151315,15993.482632290688,0,7,2010,30,4
26,1,1,2010-08-06,17508.41,0,87.16,2.627,0.0,0.0,0.0,0.0,0.0,211.5046621,7.787000000000001,A,151315,15903.633324604398,0,8,2010,6,4
27,1,1,2010-08-13,15536.4,0,87.0,2.692,0.0,0.0,0.0,0.0,0.0,211.6394211,7.787000000000001,A,151315,15982.847423111722,0,8,2010,13,4
28,1,1,2010-08-20,15740.13,0,86.65,2.664,0.0,0.0,0.0,0.0,0.0,211.6033633,7.787000000000001,A,151315,15870.420207267087,0,8,2010,20,4
29,1,1,2010-08-27,15793.87,0,85.22,2.619,0.0,0.0,0.0,0.0,0.0,211.5673056,7.787000000000001,A,151315,16113.37197523218,0,8,2010,27,4
30,1,1,2010-09-03,16241.78,0,81.21,2.577,0.0,0.0,0.0,0.0,0.0,211.53124790000004,7.787000000000001,A,151315,16896.016219146863,0,9,2010,3,4
31,1,1,2010-09-10,18194.74,1,78.69,2.565,0.0,0.0,0.0,0.0,0.0,211.4951902,7.787000000000001,A,151315,17795.268799037513,0,9,2010,10,4
32,1,1,2010-09-17,19354.23,0,82.11,2.582,0.0,0.0,0.0,0.0,0.0,211.5224596,7.787000000000001,A,151315,18577.592190174342,0,9,2010,17,4
33,1,1,2010-09-24,18122.52,0,80.94,2.624,0.0,0.0,0.0,0.0,0.0,211.5972246,7.787000000000001,A,151315,19606.78142125056,0,9,2010,24,4
34,1,1,2010-10-01,20094.19,0,71.89,2.603,0.0,0.0,0.0,0.0,0.0,211.6719895,7.837999999999999,A,151315,20975.214056361987,0,10,2010,1,4
35,1,1,2010-10-08,23388.03,0,63.93,2.633,0.0,0.0,0.0,0.0,0.0,211.7467544,7.837999999999999,A,151315,22802.600559057784,0,10,2010,8,4
36,1,1,2010-10-15,26978.34,0,67.18,2.72,0.0,0.0,0.0,0.0,0.0,211.8137436,7.837999999999999,A,151315,24595.55449948211,0,10,2010,15,4
37,1,1,2010-10-22,25543.04,0,69.86,2.725,0.0,0.0,0.0,0.0,0.0,211.8612937,7.837999999999999,A,151315,25795.32811044735,0,10,2010,22,4
38,1,1,2010-10-29,38640.93,0,69.64,2.716,0.0,0.0,0.0,0.0,0.0,211.9088438,7.837999999999999,A,151315,23514.547873182906,0,10,2010,29,4
39,1,1,2010-11-05,34238.88,0,58.74,2.689,0.0,0.0,0.0,0.0,0.0,211.9563939,7.837999999999999,A,151315,21807.058651028234,0,11,2010,5,4
40,1,1,2010-11-12,19549.39,0,59.61,2.728,0.0,0.0,0.0,0.0,0.0,212.003944,7.837999999999999,A,151315,19549.38999999999,0,11,2010,12,4
41,1,1,2010-11-19,19552.84,0,51.41,2.7710000000000004,0.0,0.0,0.0,0.0,0.0,211.8896737,7.837999999999999,A,151315,19552.83999999999,0,11,2010,19,4
42,1,1,2010-11-26,18820.29,1,64.52,2.735,0.0,0.0,0.0,0.0,0.0,211.7484333,7.837999999999999,A,151315,24054.118037435583,0,11,2010,26,4
43,1,1,2010-12-03,22517.56,0,49.27,2.708,0.0,0.0,0.0,0.0,0.0,211.607193,7.837999999999999,A,151315,28748.37894306211,0,12,2010,3,4
44,1,1,2010-12-10,31497.65,0,46.33,2.843,0.0,0.0,0.0,0.0,0.0,211.4659526,7.837999999999999,A,151315,31497.64999999999,0,12,2010,10,4
45,1,1,2010-12-17,44912.86,0,49.84,2.869,0.0,0.0,0.0,0.0,0.0,211.4053124,7.837999999999999,A,151315,44912.85999999999,0,12,2010,17,4
46,1,1,2010-12-24,55931.23,0,52.33,2.886,0.0,0.0,0.0,0.0,0.0,211.4051222,7.837999999999999,A,151315,32264.931965357617,0,12,2010,24,4
47,1,1,2010-12-31,19124.58,1,48.43,2.943,0.0,0.0,0.0,0.0,0.0,211.4049321,7.837999999999999,A,151315,27047.641478928213,0,12,2010,31,4
48,1,1,2011-01-07,15984.24,0,48.27,2.9760000000000004,0.0,0.0,0.0,0.0,0.0,211.40474190000003,7.742000000000001,A,151315,16145.312390424575,0,1,2011,7,4
49,1,1,2011-01-14,17359.7,0,35.4,2.983,0.0,0.0,0.0,0.0,0.0,211.4574109,7.742000000000001,A,151315,16924.89953837367,0,1,2011,14,4
50,1,1,2011-01-21,17341.47,0,44.04,3.016,0.0,0.0,0.0,0.0,0.0,211.82723430000004,7.742000000000001,A,151315,17954.27034099602,0,1,2011,21,4
51,1,1,2011-01-28,18461.18,0,43.83,3.01,0.0,0.0,0.0,0.0,0.0,212.1970577,7.742000000000001,A,151315,19333.4485864656,0,1,2011,28,4
52,1,1,2011-02-04,21665.76,0,42.27,2.989,0.0,0.0,0.0,0.0,0.0,212.5668812,7.742000000000001,A,151315,21436.69434832856,0,2,2011,4,4
53,1,1,2011-02-11,37887.17,1,36.39,3.022,0.0,0.0,0.0,0.0,0.0,212.9367046,7.742000000000001,A,151315,20412.555919560844,0,2,2011,11,4
54,1,1,2011-02-18,46845.87,0,57.36,3.045,0.0,0.0,0.0,0.0,0.0,213.2478853,7.742000000000001,A,151315,20355.795644733804,0,2,2011,18,4
55,1,1,2011-02-25,19363.83,0,62.9,3.065,0.0,0.0,0.0,0.0,0.0,213.535609,7.742000000000001,A,151315,19365.10149538121,0,2,2011,25,4
56,1,1,2011-03-04,20327.61,0,59.58,3.2880000000000003,0.0,0.0,0.0,0.0,0.0,213.8233327,7.742000000000001,A,151315,20189.542940103383,0,3,2011,4,4
57,1,1,2011-03-11,21280.4,0,53.56,3.459,0.0,0.0,0.0,0.0,0.0,214.1110564,7.742000000000001,A,151315,20546.318755438228,0,3,2011,11,4
58,1,1,2011-03-18,20334.23,0,62.76,3.488,0.0,0.0,0.0,0.0,0.0,214.3627114,7.742000000000001,A,151315,20733.679466089197,0,3,2011,18,4
59,1,1,2011-03-25,20881.1,0,69.97,3.4730000000000003,0.0,0.0,0.0,0.0,0.0,214.5999389,7.742000000000001,A,151315,21159.52030659457,0,3,2011,25,4
60,1,1,2011-04-01,20398.09,0,59.17,3.524,0.0,0.0,0.0,0.0,0.0,214.8371664,7.682,A,151315,22771.608565626535,0,4,2011,1,4
61,1,1,2011-04-08,23873.79,0,67.84,3.622,0.0,0.0,0.0,0.0,0.0,215.0743939,7.682,A,151315,25010.52381433369,0,4,2011,8,4
62,1,1,2011-04-15,28762.37,0,71.27,3.743,0.0,0.0,0.0,0.0,0.0,215.2918561,7.682,A,151315,28678.412322063632,0,4,2011,15,4
63,1,1,2011-04-22,50510.31,0,72.99,3.807,0.0,0.0,0.0,0.0,0.0,215.45990530000003,7.682,A,151315,24997.932375531334,0,4,2011,22,4
64,1,1,2011-04-29,41512.39,0,72.03,3.81,0.0,0.0,0.0,0.0,0.0,215.6279544,7.682,A,151315,23009.31875813079,0,4,2011,29,4
65,1,1,2011-05-06,20138.19,0,64.61,3.906,0.0,0.0,0.0,0.0,0.0,215.7960035,7.682,A,151315,20057.221771671124,0,5,2011,6,4
66,1,1,2011-05-13,17235.15,0,75.64,3.899,0.0,0.0,0.0,0.0,0.0,215.9640526,7.682,A,151315,17779.578536475172,0,5,2011,13,4
67,1,1,2011-05-20,15136.78,0,67.63,3.907,0.0,0.0,0.0,0.0,0.0,215.7339202,7.682,A,151315,16588.467916539725,0,5,2011,20,4
68,1,1,2011-05-27,15741.6,0,77.72,3.786,0.0,0.0,0.0,0.0,0.0,215.5037878,7.682,A,151315,15986.513934562256,0,5,2011,27,4
69,1,1,2011-06-03,16434.15,0,83.0,3.699,0.0,0.0,0.0,0.0,0.0,215.27365530000003,7.682,A,151315,15861.48023411725,0,6,2011,3,4
70,1,1,2011-06-10,15883.52,0,83.13,3.648,0.0,0.0,0.0,0.0,0.0,215.04352290000003,7.682,A,151315,15760.762332199109,0,6,2011,10,4
71,1,1,2011-06-17,14978.09,0,86.41,3.637,0.0,0.0,0.0,0.0,0.0,214.9980596,7.682,A,151315,15582.441268074854,0,6,2011,17,4
72,1,1,2011-06-24,15682.81,0,83.58,3.594,0.0,0.0,0.0,0.0,0.0,215.0910982,7.682,A,151315,15492.287798568601,0,6,2011,24,4
73,1,1,2011-07-01,15363.5,0,85.55,3.524,0.0,0.0,0.0,0.0,0.0,215.18413680000003,7.9620000000000015,A,151315,15637.387624108456,0,7,2011,1,4
74,1,1,2011-07-08,16148.87,0,85.83,3.48,0.0,0.0,0.0,0.0,0.0,215.27717540000003,7.9620000000000015,A,151315,15733.593787214575,0,7,2011,8,4
75,1,1,2011-07-15,15654.85,0,88.54,3.575,0.0,0.0,0.0,0.0,0.0,215.3611087,7.9620000000000015,A,151315,15805.635574017744,0,7,2011,15,4
76,1,1,2011-07-22,15766.6,0,85.77,3.651,0.0,0.0,0.0,0.0,0.0,215.4222784,7.9620000000000015,A,151315,15767.20838855551,0,7,2011,22,4
77,1,1,2011-07-29,15922.41,0,86.83,3.682,0.0,0.0,0.0,0.0,0.0,215.4834482,7.9620000000000015,A,151315,15555.55989149317,0,7,2011,29,4
78,1,1,2011-08-05,15295.55,0,91.65,3.684,0.0,0.0,0.0,0.0,0.0,215.544618,7.9620000000000015,A,151315,15249.195825275996,0,8,2011,5,4
79,1,1,2011-08-12,14539.79,0,90.76,3.638,0.0,0.0,0.0,0.0,0.0,215.6057878,7.9620000000000015,A,151315,14910.145923466254,0,8,2011,12,4
80,1,1,2011-08-19,14689.24,0,89.94,3.554,0.0,0.0,0.0,0.0,0.0,215.6693107,7.9620000000000015,A,151315,14730.22131434506,0,8,2011,19,4
81,1,1,2011-08-26,14537.37,0,87.96,3.523,0.0,0.0,0.0,0.0,0.0,215.7332258,7.9620000000000015,A,151315,15089.138987706256,0,8,2011,26,4
82,1,1,2011-09-02,15277.27,0,87.83,3.533,0.0,0.0,0.0,0.0,0.0,215.7971409,7.9620000000000015,A,151315,15994.365292500386,0,9,2011,2,4
83,1,1,2011-09-09,17746.68,1,76.0,3.5460000000000003,0.0,0.0,0.0,0.0,0.0,215.861056,7.9620000000000015,A,151315,16999.607075995053,0,9,2011,9,4
84,1,1,2011-09-16,18535.48,0,79.94,3.526,0.0,0.0,0.0,0.0,0.0,216.0410526,7.9620000000000015,A,151315,17814.159098522483,0,9,2011,16,4
85,1,1,2011-09-23,17859.3,0,75.8,3.467,0.0,0.0,0.0,0.0,0.0,216.3758246,7.9620000000000015,A,151315,18459.841142617915,0,9,2011,23,4
86,1,1,2011-09-30,18337.68,0,79.69,3.355,0.0,0.0,0.0,0.0,0.0,216.7105965,7.9620000000000015,A,151315,19363.81140520958,0,9,2011,30,4
87,1,1,2011-10-07,20797.58,0,69.31,3.285,0.0,0.0,0.0,0.0,0.0,217.0453684,7.866,A,151315,20869.655879305843,0,10,2011,7,4
88,1,1,2011-10-14,23077.55,0,71.74,3.274,0.0,0.0,0.0,0.0,0.0,217.3552733,7.866,A,151315,23957.781178656885,0,10,2011,14,4
89,1,1,2011-10-21,23351.8,0,63.71,3.353,0.0,0.0,0.0,0.0,0.0,217.5159762,7.866,A,151315,27551.235671853647,0,10,2011,21,4
90,1,1,2011-10-28,31579.9,0,66.57,3.372,0.0,0.0,0.0,0.0,0.0,217.6766791,7.866,A,151315,31579.90000000025,0,10,2011,28,4
91,1,1,2011-11-04,39886.06,0,54.98,3.332,0.0,0.0,0.0,0.0,0.0,217.837382,7.866,A,151315,27403.486666666693,0,11,2011,4,4
92,1,1,2011-11-11,18689.54,0,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866,A,151315,23844.41565070689,0,11,2011,11,4
93,1,1,2011-11-18,19050.66,0,62.25,3.3080000000000003,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866,A,151315,18865.38491935856,0,11,2011,18,4
94,1,1,2011-11-25,20911.25,1,60.14,3.236,410.31,98.0,55805.51,8.0,554.92,218.4676211,7.866,A,151315,22414.54472884964,0,11,2011,25,4
95,1,1,2011-12-02,25293.49,0,48.91,3.172,5629.51,68.0,1398.11,2084.64,20475.32,218.7147333,7.866,A,151315,27197.082048627017,0,12,2011,2,4
96,1,1,2011-12-09,33305.92,0,43.93,3.158,4640.65,19.0,105.02,3639.42,14461.82,218.9618456,7.866,A,151315,33053.79198217882,0,12,2011,9,4
97,1,1,2011-12-16,45773.03,0,51.63,3.159,5011.32,67.0,347.37,225.79,4011.37,219.17945330000003,7.866,A,151315,41318.349999994265,0,12,2011,16,4
98,1,1,2011-12-23,46788.75,0,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.866,A,151315,24936.80500000003,0,12,2011,23,4
99,1,1,2011-12-30,23350.88,1,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866,A,151315,16240.979999998634,0,12,2011,30,4
100,1,1,2012-01-06,16567.69,0,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483.0,219.7142581,7.348,A,151315,16432.144882649016,0,1,2012,6,4
101,1,1,2012-01-13,16894.4,0,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,A,151315,17263.70968824288,0,1,2012,13,4
102,1,1,2012-01-20,18365.1,0,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,A,151315,18229.554882648416,0,1,2012,20,4
103,1,1,2012-01-27,18378.16,0,54.26,3.29,1164.46,1082.74,44.0,11.0,1222.19,220.0788523,7.348,A,151315,25185.85637602781,0,1,2012,27,4
104,1,1,2012-02-03,23510.49,0,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,A,151315,30780.693333333315,0,2,2012,3,4
105,1,1,2012-02-10,36988.49,1,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.26517830000003,7.348,A,151315,36988.49,0,2,2012,10,4
106,1,1,2012-02-17,54060.1,0,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,A,151315,31363.336666666703,0,2,2012,17,4
107,1,1,2012-02-24,20124.22,0,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,A,151315,26606.941277598344,0,2,2012,24,4
108,1,1,2012-03-02,20113.03,0,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,220.8480454,7.348,A,151315,20090.524963974698,0,3,2012,2,4
109,1,1,2012-03-09,21140.07,0,58.76,3.669,10331.04,151.88,6.0,671.43,5509.84,221.0591887,7.348,A,151315,21202.07911904165,0,3,2012,9,4
110,1,1,2012-03-16,22366.88,0,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,A,151315,23345.729460486134,0,3,2012,16,4
111,1,1,2012-03-23,22107.7,0,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,A,151315,25899.82692029812,0,3,2012,23,4
112,1,1,2012-03-30,28952.86,0,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,A,151315,28785.858592926445,0,3,2012,30,4
113,1,1,2012-04-06,57592.12,0,70.43,3.891,10121.97,0.0,77.98,3750.59,4510.72,221.4356112,7.143,A,151315,31818.535,0,4,2012,6,4
114,1,1,2012-04-13,34684.21,0,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,A,151315,34684.20999999997,0,4,2012,13,4
115,1,1,2012-04-20,16976.19,0,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7.143,A,151315,28838.620000000035,0,4,2012,20,4
116,1,1,2012-04-27,16347.6,0,67.23,3.814,3221.25,0.0,35.49,577.14,6222.25,221.6179368,7.143,A,151315,23877.920270086728,0,4,2012,27,4
117,1,1,2012-05-04,17147.44,0,75.55,3.749,21290.13,0.0,69.89,4977.35,3261.04,221.6718,7.143,A,151315,17222.118959475716,0,5,2012,4,4
118,1,1,2012-05-11,18164.2,0,73.77,3.688,8351.4,0.0,10.52,2443.14,3127.88,221.7256632,7.143,A,151315,17779.070211203518,0,5,2012,11,4
119,1,1,2012-05-18,18517.79,0,70.33,3.63,6154.14,0.0,45.11,1675.49,5508.18,221.742674,7.143,A,151315,17628.860368455174,0,5,2012,18,4
120,1,1,2012-05-25,16963.55,0,77.22,3.5610000000000004,4039.39,0.0,745.19,1429.96,3631.13,221.744944,7.143,A,151315,17329.686128960817,0,5,2012,25,4
121,1,1,2012-06-01,16065.49,0,77.95,3.5010000000000003,6086.21,12.0,370.51,148.75,3690.85,221.7472139,7.143,A,151315,17129.60798927459,0,6,2012,1,4
122,1,1,2012-06-08,17666.0,0,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143,A,151315,17079.235776827445,0,6,2012,8,4
123,1,1,2012-06-15,17558.82,0,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,221.7626421,7.143,A,151315,17045.666413026738,0,6,2012,15,4
124,1,1,2012-06-22,16633.41,0,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143,A,151315,16853.182801036382,0,6,2012,22,4
125,1,1,2012-06-29,15722.82,0,84.88,3.286,3965.73,161.6,0.0,435.99,4212.97,221.8434,7.143,A,151315,16753.392062115545,0,6,2012,29,4
126,1,1,2012-07-06,17823.37,0,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,6.908,A,151315,16661.270391242775,0,7,2012,6,4
127,1,1,2012-07-13,16566.18,0,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,221.9241579,6.908,A,151315,16642.493253382956,0,7,2012,13,4
128,1,1,2012-07-20,16348.06,0,80.42,3.3110000000000004,3213.0,313.72,9.53,2262.02,3228.19,221.9327267,6.908,A,151315,16407.410564767284,0,7,2012,20,4
129,1,1,2012-07-27,15731.18,0,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.908,A,151315,16246.88230094992,0,7,2012,27,4
130,1,1,2012-08-03,16628.31,0,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.908,A,151315,16310.666765057642,0,8,2012,3,4
131,1,1,2012-08-10,16119.92,0,85.05,3.494,11436.22,245.0,6.85,6964.26,4836.22,221.9584329,6.908,A,151315,16532.72747923434,0,8,2012,10,4
132,1,1,2012-08-17,17330.7,0,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.03841090000003,6.908,A,151315,16607.18359941955,0,8,2012,17,4
133,1,1,2012-08-24,16286.4,0,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.1719457,6.908,A,151315,16842.18343620948,0,8,2012,24,4
134,1,1,2012-08-31,16680.24,0,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.3054805,6.908,A,151315,17357.624000152155,0,8,2012,31,4
135,1,1,2012-09-07,18322.37,1,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.908,A,151315,18117.96493188981,0,9,2012,7,4
136,1,1,2012-09-14,19616.22,0,74.97,3.717,17212.52,7.0,18.79,1523.11,7992.72,222.5820193,6.908,A,151315,18847.349288551428,0,9,2012,14,4
137,1,1,2012-09-21,19251.5,0,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.908,A,151315,19497.108388745924,0,9,2012,21,4
138,1,1,2012-09-28,18947.81,0,76.08,3.666,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.908,A,151315,20330.170541882257,0,9,2012,28,4
139,1,1,2012-10-05,21904.47,0,68.55,3.617,8077.89,0.0,18.22,3617.43,3626.14,223.1814772,6.573,A,151315,21400.594413348925,0,10,2012,5,4
140,1,1,2012-10-12,22764.01,0,62.99,3.6010000000000004,2086.18,0.0,8.11,602.36,5926.45,223.3812965,6.573,A,151315,23111.006380277548,0,10,2012,12,4
141,1,1,2012-10-19,24185.27,0,67.97,3.594,950.33,0.0,4.93,80.25,2312.85,223.4257233,6.573,A,151315,24925.367015247608,0,10,2012,19,4
142,1,1,2012-10-26,27390.81,0,69.16,3.506,2585.85,31.75,6.0,1057.16,1305.01,223.4442513,6.573,A,151315,26761.24479941234,0,10,2012,26,4
143,1,2,2010-02-05,50605.27,0,42.31,2.572,0.0,0.0,0.0,0.0,0.0,211.0963582,8.106,A,151315,49177.079865984015,0,2,2010,5,4
144,1,2,2010-02-12,44682.74,1,38.51,2.548,0.0,0.0,0.0,0.0,0.0,211.24216980000003,8.106,A,151315,48074.57662650166,0,2,2010,12,4
145,1,2,2010-02-19,47928.89,0,39.93,2.514,0.0,0.0,0.0,0.0,0.0,211.2891429,8.106,A,151315,47011.757978815214,0,2,2010,19,4
146,1,2,2010-02-26,44292.87,0,46.63,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.3196429,8.106,A,151315,46213.04837918725,0,2,2010,26,4
147,1,2,2010-03-05,48397.98,0,46.5,2.625,0.0,0.0,0.0,0.0,0.0,211.3501429,8.106,A,151315,45418.554842993566,0,3,2010,5,4
148,1,2,2010-03-12,43751.94,0,57.79,2.667,0.0,0.0,0.0,0.0,0.0,211.3806429,8.106,A,151315,44607.13114258456,0,3,2010,12,4
149,1,2,2010-03-19,43615.49,0,54.58,2.72,0.0,0.0,0.0,0.0,0.0,211.215635,8.106,A,151315,43986.136544338915,0,3,2010,19,4
150,1,2,2010-03-26,41892.55,0,51.45,2.732,0.0,0.0,0.0,0.0,0.0,211.0180424,8.106,A,151315,44512.9047237728,0,3,2010,26,4
151,1,2,2010-04-02,47450.5,0,62.27,2.719,0.0,0.0,0.0,0.0,0.0,210.8204499,7.808,A,151315,45194.66932303672,0,4,2010,2,4
152,1,2,2010-04-09,46549.73,0,65.86,2.77,0.0,0.0,0.0,0.0,0.0,210.6228574,7.808,A,151315,45745.530681147975,0,4,2010,9,4
153,1,2,2010-04-16,45025.02,0,66.32,2.8080000000000003,0.0,0.0,0.0,0.0,0.0,210.4887,7.808,A,151315,45591.278263410546,0,4,2010,16,4
154,1,2,2010-04-23,44418.11,0,64.84,2.795,0.0,0.0,0.0,0.0,0.0,210.4391228,7.808,A,151315,45506.03419355552,0,4,2010,23,4
155,1,2,2010-04-30,45971.3,0,67.41,2.78,0.0,0.0,0.0,0.0,0.0,210.3895456,7.808,A,151315,45675.77364027327,0,4,2010,30,4
156,1,2,2010-05-07,47903.01,0,72.55,2.835,0.0,0.0,0.0,0.0,0.0,210.3399684,7.808,A,151315,45503.50333951869,0,5,2010,7,4
157,1,2,2010-05-14,43675.61,0,74.78,2.854,0.0,0.0,0.0,0.0,0.0,210.3374261,7.808,A,151315,45173.507545480206,0,5,2010,14,4
158,1,2,2010-05-21,44319.15,0,76.44,2.826,0.0,0.0,0.0,0.0,0.0,210.6170934,7.808,A,151315,44904.00993247471,0,5,2010,21,4
159,1,2,2010-05-28,44619.52,0,80.44,2.759,0.0,0.0,0.0,0.0,0.0,210.8967606,7.808,A,151315,45654.245900770664,0,5,2010,28,4
160,1,2,2010-06-04,48754.47,0,80.69,2.705,0.0,0.0,0.0,0.0,0.0,211.1764278,7.808,A,151315,46259.00201475932,0,6,2010,4,4
161,1,2,2010-06-11,47089.54,0,80.43,2.668,0.0,0.0,0.0,0.0,0.0,211.4560951,7.808,A,151315,46339.82678845214,0,6,2010,11,4
